Id_commune;Nom_commune;Code_departement;Code_commune;Id_region
2488;BONNIERES-SUR-SEINE;78;89;11
2461;BOUAFLE;78;90;11
2436;BOUGIVAL;78;92;11
2418;BUC;78;117;11
2474;BUCHELAY;78;118;11
2519;BULLION;78;120;11
2453;CARRIERES SOUS POISSY;78;123;11
2428;CARRIERES SUR SEINE;78;124;11
2437;CELLE-SAINT-CLOUD (LA);78;126;11
2497;CERNAY-LA-VILLE;78;128;11
2468;CHAMBOURCY;78;133;11
2462;CHANTELOUP-LES-VIGNES;78;138;11
2419;CHATEAUFORT;78;143;11
2431;CHATOU;78;146;11
2440;CHAVENAY;78;152;11
2509;CHEVREUSE;78;160;11
2423;CLAYES-SOUS-BOIS (LES);78;165;11
2517;COIGNIERES;78;168;11
2443;CONFLANS SAINTE HONORINE;78;172;11
2469;CRESPIERES;78;189;11
2427;CROISSY SUR SEINE;78;190;11
2526;DAMPIERRE-EN-YVELINES;78;193;11
2464;ECQUEVILLY;78;206;11
2496;ELANCOURT;78;208;11
2472;EPONE;78;217;11
2502;ESSARTS-LE-ROI (LES);78;220;11
2430;ETANG-LA-VILLE (L );78;224;11
2442;FEUCHEROLLES;78;233;11
2471;FLINS-SUR-SEINE;78;238;11
2415;FONTENAY LE FLEURY;78;242;11
2478;FONTENAY-SAINT-PERE;78;246;11
2481;FRENEUSE;78;255;11
2506;GALLUIS;78;262;11
2485;GARGENVILLE;78;267;11
2516;GAZERAN;78;269;11
2490;GUERVILLE;78;291;11
2414;GUYANCOURT;78;297;11
2477;HOUDAN;78;310;11
2429;HOUILLES;78;311;11
2480;ISSOU;78;314;11
2505;JOUARS-PONTCHARTRAIN;78;321;11
2417;JOUY EN JOSAS;78;322;11
2491;JUZIERS;78;327;11
2416;LE CHESNAY-ROCQUENCOURT;78;158;11
2479;LIMAY;78;335;11
2489;LIMETZ-VILLEZ;78;337;11
2426;LOUVECIENNES;78;350;11
2493;MAGNANVILLE;78;354;11
2499;MAGNY-LES-HAMEAUX;78;356;11
2424;MAISONS-LAFFITTE;78;358;11
2473;MANTES-LA-JOLIE;78;361;11
2476;MANTES-LA-VILLE;78;362;11
2511;MAREIL-LE-GUYON;78;366;11
2457;MAREIL-MARLY;78;367;11
2420;MARLY-LE-ROI;78;372;11
2449;MAULE;78;380;11
2482;MAULETTE;78;381;11
2444;MAURECOURT;78;382;11
2495;MAUREPAS;78;383;11
2435;MESNIL-LE-ROI (LE);78;396;11
2498;MESNIL-SAINT-DENIS (LE);78;397;11
2512;MESNULS (LES);78;398;11
2452;MEULAN-EN-YVELINES;78;401;11
2475;MEZIERES-SUR-SEINE;78;402;11
2467;MEZY-SUR-SEINE;78;403;11
2434;MONTESSON;78;418;11
2518;MONTFORT-L AMAURY;78;420;11
2411;MONTIGNY LE BRETONNEUX;78;423;11
2463;MORAINVILLIERS;78;431;11
2455;MUREAUX (LES);78;440;11
2508;NEAUPHLE-LE-CHATEAU;78;442;11
2470;NEZEL;78;451;11
2438;NOISY LE ROI;78;455;11
2448;ORGEVAL;78;466;11
2494;ORVILLIERS;78;474;11
2445;PECQ (LE);78;481;11
2483;PERDREAUVILLE;78;484;11
2521;PERRAY-EN-YVELINES (LE);78;486;11
2422;PLAISIR;78;490;11
2450;POISSY;78;498;11
2433;PORT-MARLY (LE);78;502;11
2515;QUEUE-LES-YVELINES (LA);78;513;11
2500;RAMBOUILLET;78;517;11
2487;RICHEBOURG;78;520;11
2525;ROCHEFORT-EN-YVELINES;78;522;11
2510;SAINT-ARNOULT-EN-YVELINES;78;537;11
2408;SAINT-CYR-L ECOLE;78;545;11
2507;SAINT-GERMAIN-DE-LA-GRANGE;78;550;11
2501;SAINT-LEGER-EN-YVELINES;78;562;11
2492;SAINT-MARTIN-DES-CHAMPS;78;565;11
2439;SAINT-NOM-LA-BRETECHE;78;571;11
2513;SAINT-REMY-LES-CHEVREUSE;78;575;11
2425;SARTROUVILLE;78;586;11
2486;SEPTEUIL;78;591;11
2504;THOIRY;78;616;11
2413;TRAPPES;78;621;11
2522;TREMBLAY-SUR-MAULDRE (LE);78;623;11
2451;TRIEL SUR SEINE;78;624;11
2466;VAUX-SUR-SEINE;78;638;11
2412;VELIZY VILLACOUBLAY;78;640;11
2454;VERNEUIL SUR SEINE;78;642;11
2459;VERNOUILLET;78;643;11
2524;VERRIERE (LA);78;644;11
2421;VESINET (LE);78;650;11
2458;VILLENNES-SUR-SEINE;78;672;11
2432;VILLEPREUX;78;674;11
2520;VILLIERS-SAINT-FREDERIC;78;683;11
2410;VIROFLAY;78;686;11
2514;VOISINS-LE-BRETONNEUX;78;688;11
2465;SAINT-GERMAIN-EN-LAYE;78;551;11
2407;VERSAILLES;78;646;11
1933;VILLEURBANNE;69;266;84
1910;LYON 9EME;69;389;84
1927;LYON 3EME;69;383;84
1913;LYON 1ER;69;381;84
1908;LYON 4EME;69;384;84
2007;VILLEFRANCHE;69;264;84
1928;LYON 7EME;69;387;84
1906;LYON 2EME;69;382;84
1905;ALBIGNY-SUR-SAONE;69;3;84
2011;ALIX;69;4;84
2022;AMPLEPUIS;69;6;84
1963;AMPUIS;69;7;84
2017;ANSE;69;9;84
2012;ARNAS;69;13;84
2020;BELLEVILLE-EN-BEAUJOLAIS;69;19;84
1957;BRIGNAIS;69;27;84
1981;BRINDAS;69;28;84
1942;BRON;69;29;84
1994;BRUSSIEU;69;31;84
1995;BULLY;69;32;84
1921;CAILLOUX-SUR-FONTAINES;69;33;84
1912;CALUIRE ET CUIRE;69;34;84
2027;CERCIE;69;36;84
1986;CHAMPAGNE-AU-MONT-D OR;69;40;84
1973;CHAPONOST;69;43;84
1990;CHARBONNIERES-LES-BAINS;69;44;84
2016;CHARENTAY;69;45;84
1965;CHARLY;69;46;84
1993;CHASSELAY;69;49;84
1941;CHASSIEU;69;271;84
2029;CHESSY;69;56;84
1976;COLLONGES-AU-MONT- D OR;69;63;84
1958;CONDRIEU;69;64;84
1943;CORBAS;69;273;84
1998;COURZIEU;69;67;84
1918;COUZON-AU-MONT-D OR;69;68;84
1979;CRAPONNE;69;69;84
1920;CURIS-AU-MONT-D'OR;69;71;84
1978;DARDILLY;69;72;84
1935;DECINES-CHARPIEU;69;275;84
1999;DOMMARTIN;69;76;84
1982;DUERNE;69;78;84
1970;ECHALAS;69;80;84
1977;ECULLY;69;81;84
1947;FEYZIN;69;276;84
1917;FLEURIEU-SUR-SAONE;69;85;84
1987;FLEURIEUX-SUR-L ARBRESLE;69;86;84
1915;FONTAINES SUR SAONE;69;88;84
1975;FRANCHEVILLE;69;89;84
1944;GENAS;69;277;84
1916;GENAY;69;278;84
1961;GIVORS;69;91;84
2014;GLEIZE;69;92;84
1988;GREZIEU-LA-VARENNE;69;94;84
1960;GRIGNY;69;96;84
1962;IRIGNY;69;100;84
1985;L ARBRESLE;69;10;84
1954;LA MULATIERE;69;142;84
2001;LA TOUR DE SALVAGNY;69;250;84
2018;LAMURE SUR AZERGUES;69;107;84
2025;LEGNY;69;111;84
1992;LENTILLY;69;112;84
2010;LIMAS;69;115;84
1989;LIMONEST;69;116;84
2009;LOZANNE;69;121;84
2028;LUCENAY;69;122;84
1909;LYON 5EME;69;385;84
1929;LYON 6EME;69;386;84
1930;LYON 8EME;69;388;84
1984;MARCILLY-D AZERGUES;69;125;84
2030;MARCY;69;126;84
1983;MARCY-L ETOILE;69;127;84
1931;MEYZIEU;69;282;84
1939;MIONS;69;283;84
1971;MONTAGNY;69;136;84
1924;MONTANAY;69;284;84
1972;MORNANT;69;141;84
1907;NEUVILLE SUR SAONE;69;143;84
1953;OULLINS;69;149;84
1966;PIERRE BENITE;69;152;84
2000;POLLIONNAY;69;154;84
1911;QUINCIEUX;69;163;84
1914;RILLIEUX-LA-PAPE;69;286;84
1922;ROCHETAILLEE-SUR-SAONE;69;168;84
1991;SAIN-BEL;69;171;84
1996;SAINT CYR AU MONT D OR;69;191;84
2015;SAINT GEORGES DE RENEINS;69;206;84
1997;SAINT GERMAIN NUELLES;69;208;84
1964;SAINT LAURENT D'AGNY;69;219;84
1969;SAINT ROMAIN EN GAL;69;235;84
2004;SAINT SYMPHORIEN SUR COISE;69;238;84
1945;SAINT-BONNET-DE-MURE;69;287;84
2003;SAINT-DIDIER-AU-MONT-D OR;69;194;84
2019;SAINT-DIDIER-SUR-BEAUJEU;69;196;84
2021;SAINT-FORGEUX;69;200;84
1952;SAINT-GENIS-LAVAL;69;204;84
1926;SAINT-GERMAIN-AU-MONT-D OR;69;207;84
2024;SAINT-JULIEN;69;215;84
1948;SAINT-LAURENT-DE-MURE;69;288;84
1932;SAINT-PIERRE-DE-CHANDIEU;69;289;84
1938;SAINT-PRIEST;69;290;84
1923;SAINT-ROMAIN-AU-MONT-D OR;69;233;84
1950;SAINT-SYMPHORIEN-D'OZON;69;291;84
1955;SAINTE FOY LES LYON;69;202;84
1968;SAINTE-COLOMBE;69;189;84
2002;SAINTE-FOY-L ARGENTIERE;69;201;84
2006;SARCEY;69;173;84
1919;SATHONAY-CAMP;69;292;84
1925;SATHONAY-VILLAGE;69;293;84
1946;SEREZIN-DU-RHONE;69;294;84
1949;SOLAIZE;69;296;84
1956;SOUCIEU EN JARREST;69;176;84
1940;ST FONS;69;199;84
1959;TALUYERS;69;241;84
2013;TARARE;69;243;84
1980;TASSIN-LA-DEMI-LUNE;69;244;84
1936;TERNAY;69;297;84
2008;THIZY LES BOURGS;69;248;84
2005;THURINS;69;249;84
1951;TOUSSIEU;69;298;84
2026;VAL D'OINGT;69;24;84
1937;VAULX EN VELIN;69;256;84
1934;VENISSIEUX;69;259;84
1967;VERNAISON;69;260;84
2023;VILLE SUR JARNIOUX;69;265;84
1974;VOURLES;69;268;84
225;ANDON;6;3;93
193;ASPREMONT;6;6;93
166;BEAULIEU SUR MER;6;11;93
151;BEAUSOLEIL;6;12;93
190;BELVEDERE;6;13;93
173;BENDEJUN;6;14;93
187;BERRE-LES-ALPES;6;15;93
186;BEUIL;6;16;93
208;BIOT;6;18;93
189;BLAUSASC;6;19;93
160;BREIL-SUR-ROYA;6;23;93
226;CAGNES SUR MER;6;27;93
209;CANNES;6;29;93
196;CANTARON;6;31;93
170;CAP-D AIL;6;32;93
215;CARROS;6;33;93
156;CASTELLAR;6;35;93
157;CASTILLON;6;36;93
197;CLANS;6;42;93
183;COLOMARS;6;46;93
176;CONTES;6;48;93
168;DRAP;6;54;93
180;EZE;6;59;93
147;FALICON;6;60;93
181;GILETTE;6;66;93
158;GORBIO;6;67;93
212;GRASSE;6;69;93
223;GREOLIERES;6;70;93
178;GUILLAUMES;6;71;93
163;ISOLA;6;73;93
169;L'ESCARENE;6;57;93
194;LA BOLLENE-VESUBIE;6;20;93
152;LA BRIGUE;6;162;93
229;LA COLLE SUR LOUP;6;44;93
220;LA GAUDE;6;65;93
206;LA ROQUETTE SUR SIAGNE;6;108;93
198;LA ROQUETTE SUR VAR;6;109;93
146;LA TRINITE;6;149;93
177;LA TURBIE;6;150;93
192;LANTOSQUE;6;74;93
221;LE BAR-SUR-LOUP;6;10;93
218;LE BROC;6;25;93
185;LEVENS;6;75;93
191;LUCERAM;6;77;93
211;MANDELIEU-LA-NAPOULE;6;79;93
202;MOUANS-SARTOUX;6;84;93
207;MOUGINS;6;85;93
159;MOULINET;6;86;93
213;PEGOMAS;6;90;93
179;PEILLE;6;91;93
167;PEILLON;6;92;93
164;PEONE;6;94;93
224;PEYMEINADE;6;95;93
200;PUGET-THENIERS;6;99;93
195;RIMPLAS;6;102;93
182;ROQUEBILLIERE;6;103;93
150;ROQUEBRUNE CAP MARTIN;6;104;93
228;SAINT LAURENT DU VAR;6;123;93
145;SAINT-ANDRE DE LA ROCHE;6;114;93
217;SAINT-CEZAIRE-SUR-SIAGNE;6;118;93
174;SAINT-ETIENNE-DE-TINEE;6;120;93
184;SAINT-JEAN-CAP-FERRAT;6;121;93
175;SAINT-MARTIN-DU-VAR;6;126;93
172;SAINT-MARTIN-VESUBIE;6;127;93
230;SAINT-PAUL-DE-VENCE;6;128;93
219;SAINT-VALLIER-DE-THIEY;6;130;93
161;SAINTE-AGNES;6;113;93
153;SAORGE;6;132;93
155;SOSPEL;6;136;93
154;TENDE;6;163;93
214;THEOULE-SUR-MER;6;138;93
188;TOUDON;6;141;93
199;UTELLE;6;151;93
222;VALBONNE;6;152;93
165;VALDEBLORE;6;153;93
216;VENCE;6;157;93
171;VILLARS-SUR-VAR;6;158;93
162;VILLEFRANCHE-SUR-MER;6;159;93
227;VILLENEUVE-LOUBET;6;161;93
203;VALLAURIS;6;155;93
201;LE CANNET;6;30;93
149;MENTON;6;83;93
204;ANTIBES;6;4;93
144;NICE;6;88;93
2918;ANGERVILLE;91;16;11
2917;ANGERVILLIERS;91;17;11
2873;ARPAJON;91;21;11
2849;ATHIS MONS;91;27;11
2858;BALLAINVILLIERS;91;44;11
2827;BALLANCOURT-SUR-ESSONNE;91;45;11
2896;BAULNE;91;47;11
2926;BIEVRES;91;64;11
2915;BOISSY-LE-CUTTE;91;80;11
2887;BOISSY-SOUS-SAINT-YON;91;85;11
2817;BONDOUFLE;91;86;11
2904;BOURAY-SUR-JUINE;91;95;11
2819;BOUSSY-SAINT-ANTOINE;91;97;11
2886;BOUTIGNY-SUR-ESSONNE;91;99;11
2871;BRETIGNY SUR ORGE;91;103;11
2906;BREUILLET;91;105;11
2907;BRIERES-LES-SCELLES;91;109;11
2920;BRIIS-SOUS-FORGES;91;111;11
2820;BRUNOY;91;114;11
2878;BRUYERES-LE-CHATEL;91;115;11
2928;BURES SUR YVETTE;91;122;11
2899;CERNY;91;129;11
2913;CHAMARANDE;91;132;11
2846;CHAMPCUEIL;91;135;11
2866;CHAMPLAN;91;136;11
2872;CHEPTAINVILLE;91;156;11
2856;CHILLY MAZARIN;91;161;11
2818;CORBEIL ESSONNES;91;174;11
2897;CORBREUSE;91;175;11
2826;COUDRAY-MONTCEAUX (LE);91;179;11
2905;COURANCES;91;180;11
2831;CROSNE;91;191;11
2903;D   HUISON LONGUEVILLE;91;198;11
2891;DOURDAN;91;200;11
2829;DRAVEIL;91;201;11
2875;EGLY;91;207;11
2865;EPINAY SUR ORGE;91;216;11
2841;EPINAY-SOUS-SENART;91;215;11
2885;ETAMPES;91;223;11
2822;ETIOLLES;91;225;11
2889;ETRECHY;91;226;11
2821;EVRY-COURCOURONNES;91;228;11
2898;FERTE-ALAIS (LA);91;232;11
2867;FLEURY-MEROGIS;91;235;11
2835;FONTENAY-LE-VICOMTE;91;244;11
2924;FORGES-LES-BAINS;91;249;11
2922;GIF SUR YVETTE;91;272;11
2935;GOMETZ-LA-VILLE;91;274;11
2937;GOMETZ-LE-CHATEL;91;275;11
2901;GUIGNEVILLE;91;293;11
2930;IGNY;91;312;11
2911;ITTEVILLE;91;315;11
2850;JUVISY SUR ORGE;91;326;11
2877;LA NORVILLE;91;457;11
2902;LARDY;91;330;11
2882;LE PLESSIS PATE;91;494;11
2925;LES ULIS;91;692;11
2883;LEUDEVILLE;91;332;11
2881;LEUVILLE-SUR-ORGE;91;333;11
2929;LIMOURS;91;338;11
2870;LINAS;91;339;11
2837;LISSES;91;340;11
2852;LONGJUMEAU;91;345;11
2876;LONGPONT-SUR-ORGE;91;347;11
2908;MAISSE;91;359;11
2919;MARCOUSSIS;91;363;11
2884;MAROLLES-EN-HUREPOIX;91;376;11
2853;MASSY;91;377;11
2823;MENNECY;91;386;11
2893;MILLY-LA-FORET;91;405;11
2832;MONTGERON;91;421;11
2869;MONTLHERY;91;425;11
2854;MORANGIS;91;432;11
2900;MORIGNY-CHAMPIGNY;91;433;11
2861;MORSANG-SUR-ORGE;91;434;11
2927;NOZAY;91;458;11
2880;OLLAINVILLE;91;461;11
2844;ORMOY;91;468;11
2888;ORMOY-LA-RIVIERE;91;469;11
2921;ORSAY;91;471;11
2923;PALAISEAU;91;477;11
2864;PARAY-VIEILLE-POSTE;91;479;11
2894;PUSSAY;91;511;11
2842;QUINCY-SOUS-SENART;91;514;11
2839;RIS-ORANGIS;91;521;11
2895;ROINVILLE-SOUS-DOURDAN;91;525;11
2892;SACLAS;91;533;11
2940;SACLAY;91;534;11
2910;SAINT-CYR-SOUS-DOURDAN;91;546;11
2879;SAINT-GERMAIN-LES-ARPAJON;91;552;11
2836;SAINT-GERMAIN-LES-CORBEIL;91;553;11
2939;SAINT-JEAN-DE-BEAUREGARD;91;560;11
2868;SAINT-MICHEL-SUR-ORGE;91;570;11
2828;SAINT-PIERRE-DU-PERRAY;91;573;11
2874;SAINT-VRAIN;91;579;11
2912;SAINT-YON;91;581;11
2851;SAINTE-GENEVIEVE-DES-BOIS;91;549;11
2838;SAINTRY-SUR-SEINE;91;577;11
2857;SAULX-LES-CHARTREUX;91;587;11
2848;SAVIGNY-SUR-ORGE;91;589;11
2890;SOISY-SUR-ECOLE;91;599;11
2833;SOISY-SUR-SEINE;91;600;11
2845;TIGERY;91;617;11
2909;VAL-SAINT-GERMAIN (LE);91;630;11
2830;VARENNES-JARCY;91;631;11
2934;VAUGRIGNEUSE;91;634;11
2914;VAYRES-SUR-ESSONNE;91;639;11
2931;VERRIERES LE BUISSON;91;645;11
2847;VERT LE GRAND;91;648;11
2840;VERT LE PETIT;91;649;11
2834;VIGNEUX SUR SEINE;91;657;11
2824;VILLABE;91;659;11
2932;VILLE-DU-BOIS (LA);91;665;11
2933;VILLEBON SUR YVETTE;91;661;11
2938;VILLEJUST;91;666;11
2863;VILLEMOISSON-S-ORGE;91;667;11
2916;VILLENEUVE-SUR-AUVERS;91;671;11
2936;VILLIERS-LE-BACLE;91;679;11
2860;VILLIERS-SUR-ORGE;91;685;11
2859;VIRY CHATILLON;91;687;11
2855;WISSOUS;91;689;11
2825;YERRES;91;691;11
2307;ACHERES-LA-FORET;77;1;11
2289;ANDREZEL;77;4;11
2352;ANNET-SUR-MARNE;77;5;11
2290;AVON;77;14;11
2369;BAILLY-ROMAINVILLIERS;77;18;11
2266;BARBIZON;77;22;11
2330;BASSEVELLE;77;24;11
2336;BEAUTHEIL-SAINTS;77;433;11
2314;BOIS LE ROI;77;37;11
2291;BOMBON;77;44;11
2260;BRIE COMTE ROBERT;77;53;11
2374;BROU-SUR-CHANTEREINE;77;55;11
2348;BUSSY-SAINT-GEORGES;77;58;11
2359;BUSSY-SAINT-MARTIN;77;59;11
2339;CANNES-ECLUSE;77;61;11
2393;CARNETIN;77;62;11
2276;CESSON;77;67;11
2396;CHAMBRY;77;77;11
2302;CHAMPAGNE SUR SEINE;77;79;11
2308;CHAMPDEUIL;77;81;11
2261;CHAMPEAUX;77;82;11
2357;CHAMPS-SUR-MARNE;77;83;11
2364;CHANTELOUP EN BRIE;77;85;11
2381;CHARMENTRAY;77;94;11
2274;CHARTRETTES;77;96;11
2278;CHATELET-EN-BRIE (LE);77;100;11
2394;CHAUCONIN-NEUFMONTIERS;77;335;11
2301;CHAUMES-EN-BRIE;77;107;11
2345;CHELLES;77;108;11
2299;CHEVRY-COSSIGNY;77;114;11
2323;CITRY;77;117;11
2341;CLAYE-SOUILLY;77;118;11
2354;COLLEGIEN;77;121;11
2262;COMBS LA VILLE;77;122;11
2331;CONDE-SAINTE-LIBIAIRE;77;125;11
2295;COUBERT;77;127;11
2328;COUILLY-PONT-AUX-DAMES;77;128;11
2318;COULOMMIERS;77;131;11
2366;COUPVRAY;77;132;11
2388;COURTRY;77;139;11
2329;CRECY LA CHAPELLE;77;142;11
2371;CREGY-LES-MEAUX;77;143;11
2389;CROISSY-BEAUBOURG;77;146;11
2324;CROUY-SUR-OURCQ;77;148;11
2275;DAMMARIE LES LYS;77;152;11
2361;DAMMARTIN-EN-GOELE;77;153;11
2379;DAMPMART;77;155;11
2334;DOUY-LA-RAMEE;77;163;11
2358;EMERAINVILLE;77;169;11
2322;ESBLY;77;171;11
2300;EVRY-GREGY-SUR-YERRE;77;175;11
2304;FAVIERES;77;177;11
2376;FERRIERES-EN-BRIE;77;181;11
2332;FERTE-GAUCHER (LA);77;182;11
2288;FONTAINEBLEAU;77;186;11
2317;FONTENAY-TRESIGNY;77;192;11
2401;GASTINS;77;201;11
2340;GENEVRAYE (LA);77;202;11
2391;GOUVERNES;77;209;11
2267;GRETZ-ARMAINVILLIERS;77;215;11
2277;GRISY-SUISNES;77;217;11
2395;GUERMANTES;77;221;11
2273;GUIGNES;77;222;11
2294;HERICY;77;226;11
2399;ISLES-LES-VILLENOY;77;232;11
2387;JOSSIGNY;77;237;11
2338;JOUARRE;77;238;11
2320;JOUY-SUR-MORIN;77;240;11
2321;LA FERTE SOUS JOUARRE;77;183;11
2356;LAGNY-SUR-MARNE;77;243;11
2259;LE MEE SUR SEINE;77;285;11
2370;LE PIN;77;363;11
2265;LESIGNY;77;249;11
2263;LIEUSAINT;77;251;11
2363;LOGNES;77;258;11
2347;LONGPERRIER;77;259;11
2280;MACHAULT;77;266;11
2365;MAGNY-LE-HONGRE;77;268;11
2406;MAISON-ROUGE;77;272;11
2327;MARY-SUR-MARNE;77;280;11
2256;MELUN;77;288;11
2397;MESSY;77;292;11
2377;MITRY MORY;77;294;11
2284;MOISSY-CRAMAYEL;77;296;11
2285;MONTEREAU FAULT YONNE;77;305;11
2350;MONTEVRAIN;77;307;11
2287;MONTIGNY-SUR-LOING;77;312;11
2296;MORET-LOING-ET-ORVANNE;77;316;11
2305;MORMANT;77;317;11
2325;MORTCERF;77;318;11
2405;MOUSSEAUX-LES-BRAY;77;321;11
2403;MOUY-SUR-SEINE;77;325;11
2270;NANDY;77;326;11
2402;NANGIS;77;327;11
2378;NANTEUIL-LES-MEAUX;77;330;11
2380;NANTOUILLET;77;332;11
2292;NEMOURS;77;333;11
2351;NOISIEL;77;337;11
2298;NOISY-SUR-ECOLE;77;339;11
2385;OISSERY;77;344;11
2404;ORMES-SUR-VOULZIE (LES);77;347;11
2386;OTHIS;77;349;11
2255;OZOIR LA FERRIERE;77;350;11
2392;POINCY;77;369;11
2353;POMPONNE;77;372;11
2272;PONTAULT COMBAULT;77;373;11
2310;PONTCARRE;77;374;11
2271;PRESLES-EN-BRIE;77;377;11
2282;PRINGY;77;378;11
2400;PROVINS;77;379;11
2319;QUINCY-VOISINS;77;382;11
2268;REAU;77;384;11
2316;REBAIS;77;385;11
2279;ROCHETTE(LA);77;389;11
2281;ROISSY-EN-BRIE;77;390;11
2326;ROZAY-EN-BRIE;77;393;11
2343;SAINT THIBAULT DES VIGNES;77;438;11
2264;SAINT-FARGEAU-PONTHIERRY;77;407;11
2311;SAINT-MAMMES;77;419;11
2383;SAINT-MARD;77;420;11
2315;SAINT-MARTIN-EN-BIERE;77;425;11
2360;SAINT-PATHUS;77;430;11
2286;SAINT-PIERRE-LES-NEMOURS;77;431;11
2312;SAINT-SAUVEUR-SUR-ECOLE;77;435;11
2335;SAINT-SIMEON;77;436;11
2384;SAINT-SOUPPLETS;77;437;11
2297;SAMOIS SUR SEINE;77;441;11
2269;SAVIGNY-LE-TEMPLE;77;445;11
2303;SEINE-PORT;77;447;11
2349;SERRIS;77;449;11
2254;SERVON;77;450;11
2313;SIVRY-COURTRY;77;453;11
2293;SOIGNOLLES-EN-BRIE;77;455;11
2283;SOLERS;77;457;11
2309;SOUPPES-SUR-LOING;77;458;11
2398;THIEUX;77;462;11
2368;THORIGNY SUR MARNE;77;464;11
2344;TORCY;77;468;11
2257;TOURNAN-EN-BRIE;77;470;11
2390;TRILBARDOU;77;474;11
2382;TRILPORT;77;475;11
2362;VAIRES SUR MARNE;77;479;11
2355;VARREDDES;77;483;11
2258;VAUX-LE-PENIL;77;487;11
2373;VILLENEUVE SOUS DAMMARTIN;77;511;11
2333;VILLENEUVE-SAINT-DENIS;77;510;11
2367;VILLENOY;77;513;11
2346;VILLEPARISIS;77;514;11
2375;VILLEVAUDE;77;517;11
2337;VILLIERS-SUR-MORIN;77;521;11
2306;VOULX;77;531;11
2342;MEAUX;77;284;11
798;MERIGNAC;33;281;75
800;TALENCE;33;522;75
839;AMBARES-ET-LAGRAVE;33;3;75
817;ANDERNOS-LES-BAINS;33;5;75
809;ARCACHON;33;9;75
829;ARES;33;11;75
820;ARTIGUES-PRES-BORDEAUX;33;13;75
837;AUDENGE;33;19;75
842;BARSAC;33;30;75
844;BASSENS;33;32;75
848;BAZAS;33;36;75
797;BEGLES;33;39;75
808;BIGANOS;33;51;75
794;BLANQUEFORT;33;56;75
864;BLAYE;33;58;75
785;BRUGES;33;75;75
811;CADAUJAC;33;80;75
807;CADILLAC;33;81;75
805;CANEJAN;33;90;75
810;CARBON BLANC;33;96;75
877;CARCANS;33;97;75
850;CARIGNAN-DE-BORDEAUX;33;99;75
793;CASTELNAU-DE-MEDOC;33;104;75
863;CASTILLON-LA-BATAILLE;33;108;75
855;CASTRES GIRONDE;33;109;75
814;CENON;33;119;75
806;CESTAS;33;122;75
869;COUTRAS;33;138;75
825;CREON;33;140;75
789;EYSINES;33;162;75
830;FARGUES SAINT HILAIRE;33;165;75
815;FLOIRAC;33;167;75
861;GENISSAC;33;185;75
799;GRADIGNAN;33;192;75
860;GRIGNOLS;33;195;75
813;GUJAN MESTRAS;33;199;75
838;HAUX;33;201;75
879;HOURTIN;33;203;75
857;LA BREDE;33;213;75
874;LA REOLE;33;352;75
812;LA TESTE-DE-BUCH;33;529;75
786;LACANAU;33;214;75
845;LANGOIRAN;33;226;75
831;LANGON;33;227;75
841;LANTON;33;229;75
836;LATRESNE;33;234;75
843;LE BARP;33;29;75
787;LE BOUSCAT;33;69;75
788;LE HAILLAN;33;200;75
792;LE TAILLAN MEDOC;33;519;75
823;LE TEICH;33;527;75
852;LE TOURNE;33;534;75
881;LE VERDON SUR MER;33;544;75
822;LEGE-CAP-FERRET;33;236;75
832;LEOGNAN;33;238;75
882;LESPARRE-MEDOC;33;240;75
856;LESTIAC-SUR-GARONNE;33;241;75
862;LIBOURNE;33;243;75
819;LORMONT;33;249;75
790;LUDON MEDOC;33;256;75
853;MARCHEPRIME;33;555;75
795;MARGAUX CANTENAC;33;268;75
804;MARTIGNAS SUR JALLE;33;273;75
851;MIOS;33;284;75
847;MONTUSSAN;33;293;75
791;MOULIS-EN-MEDOC;33;297;75
821;PAILLET;33;311;75
781;PAREMPUYRE;33;312;75
801;PESSAC;33;318;75
865;PINEUILH;33;324;75
834;PREIGNAC;33;337;75
780;SAINT AUBIN DE MEDOC;33;376;75
828;SAINT GERVAIS;33;415;75
803;SAINT JEAN D ILLAC;33;422;75
880;SAINT LAURENT MEDOC;33;424;75
858;SAINT LOUBES;33;433;75
782;SAINT MEDARD EN JALLES;33;449;75
849;SAINT-ANDRE-DE-CUBZAC;33;366;75
872;SAINT-CIERS-SUR-GIRONDE;33;389;75
875;SAINT-MACAIRE;33;435;75
867;SAINT-QUENTIN-DE-BARON;33;466;75
868;SAINT-SAVIN;33;473;75
884;SAINT-VIVIEN-DE-MEDOC;33;490;75
866;SAINT-YZAN-DE-SOUDIAC;33;492;75
859;SAINTE EULALIE;33;397;75
871;SAINTE-FOY-LA-GRANDE;33;402;75
826;SALLES;33;498;75
876;SAUVETERRE-DE-GUYENNE;33;506;75
878;SOULAC-SUR-MER;33;514;75
840;ST CAPRAIS DE BORDEAUX;33;381;75
835;ST LOUIS DE MONTFERRAND;33;434;75
824;ST SULPICE ET CAMEYRAC;33;483;75
870;ST-SEURIN-SUR-L ISLE;33;478;75
816;TOULENNE;33;533;75
827;TRESSES;33;535;75
873;VAYRES;33;539;75
883;VERTHEUIL;33;545;75
802;VILLENAVE D ORNON;33;550;75
846;YVRAC;33;554;75
779;BORDEAUX;33;63;75
3074;CERGY;95;127;11
3152;ANDILLY;95;14;11
3105;ARNOUVILLE;95;19;11
3128;ASNIERES-SUR-OISE;95;26;11
